cell_reporter_status,csl__normalized_depth,csl__x,csl__y,csl__z,donor__age,donor__disease_state,donor__id,donor__name,donor__race,donor__sex,donor__species,donor__years_of_seizure_history,ef__adaptation,ef__avg_firing_rate,ef__avg_isi,ef__f_i_curve_slope,ef__fast_trough_v_long_square,ef__peak_t_ramp,ef__ri,ef__tau,ef__threshold_i_long_square,ef__upstroke_downstroke_ratio_long_square,ef__vrest,ephys_inst_thresh_thumb_path,ephys_thumb_path,erwkf__id,line_name,m__biophys,m__biophys_all_active,m__biophys_perisomatic,m__glif,morph_thumb_path,nr__average_contraction,nr__average_parent_daughter_ratio,nr__max_euclidean_distance,nr__number_bifurcations,nr__number_stems,nr__reconstruction_type,nrwkf__id,si__height,si__path,si__width,specimen__hemisphere,Cell_id,specimen__name,structure__acronym,structure__id,structure__layer,structure__name,structure_parent__acronym,structure_parent__id,tag__apical,tag__dendrite_type
positive,0.499397003169836,8700.0,929.777009365769,3610.50540430968,,,500966318,Sst-IRES-Cre;Ai14-228573,,,Mus musculus,,0.251061542371053,7.13521227256511,140.15,0.174330357142857,-60.5625038146973,5.2207,153.28124165535,10.4043408287963,90.0,1.94111850527048,-70.6198348999023,/api/v2/well_known_file_download/514802232,/api/v2/well_known_file_download/514802230,515389992,Sst-IRES-Cre,0,0,0,2,,,,,,,,,,,,right,501280518,Sst-IRES-Cre;Ai14-228573.05.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.823351114599099,8231.02403432538,1192.50534427654,3346.36544341732,,,320827603,Sst-IRES-Cre;Ai14(IVSCC)-172531,,,Mus musculus,,0.0141153753537825,29.1539118302409,34.3007142857143,0.446486486486487,-53.75,3.83644166666667,249.33035671711,22.931730720319,70.0,1.66050804629989,-65.5227432250977,/api/v2/well_known_file_download/491376214,/api/v2/well_known_file_download/487632071,491199369,Sst-IRES-Cre,0,0,0,5,,,,,,,,,5737.0,/external/mousecelltypes/prod176/specimen_322229594/min_xy_322229594.aff,5749.0,right,322229594,Sst-IRES-Cre;Ai14-172531.06.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.260571052500963,10010.9789164221,1897.23824093719,2533.18317055099,,,508419032,Rorb-IRES2-Cre-D;Ai14-237625,,,Mus musculus,,0.00852773377445339,12.4139487642478,80.5545454545455,0.225000013623906,-43.6875038146973,7.6505,145.625069737434,8.68513538050689,210.0,2.79547357230532,-71.4119186401367,/api/v2/well_known_file_download/512329585,/api/v2/well_known_file_download/512329583,659447288,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,,,,left,510699928,Rorb-IRES2-Cre-D;Ai14-237625.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,8900.0,1651.39283723505,2781.79382511987,,,578230846,Ndnf-IRES2-dgCre;Ai14-311164,,,Mus musculus,,,,,0.194342911324998,-51.2500038146973,7.170135,112.031288444996,17.7167431149895,150.0,3.78711277762809,-73.3041381835938,/api/v2/well_known_file_download/587867176,/api/v2/well_known_file_download/587867174,659445737,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,right,579611637,Ndnf-IRES2-dgCre;Ai14-311164.03.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,truncated,spiny
positive,,8400.0,614.020319620443,3878.978002404,,,574668507,Vip-IRES-Cre;Ai14-307960,,,Mus musculus,,0.0139094986082993,40.551500405515,24.66,0.377857142857143,-56.4062538146973,2.55597333333333,280.781298875809,12.4745037832169,50.0,2.83366051230647,-72.2947235107422,/api/v2/well_known_file_download/587853721,/api/v2/well_known_file_download/587853714,659449840,Vip-IRES-Cre,0,0,0,2,,,,,,,,,,,,right,576336240,Vip-IRES-Cre;Ai14-307960.05.02.01,VISpm2/3,41,2/3,"""posteromedial visual area, layer 2/3""",VISpm,533,NA,aspiny
positive,0.558358732759595,8755.21531421365,1262.85995405994,8326.69731885457,,,481097238,Sst-IRES-Cre;Ai14-199391,,,Mus musculus,,0.0217508023858804,20.6530718726901,48.4189473684211,0.432959354668272,-59.4062538146973,4.658485,194.531217217445,13.8934946185402,90.0,1.80203188740436,-75.5996322631836,/api/v2/well_known_file_download/491381555,/api/v2/well_known_file_download/485479637,491315999,Sst-IRES-Cre,0,0,0,0,,,,,,,,,7592.0,/external/mousecelltypes/prod466/specimen_482692974/min_xy_482692974.aff,7585.0,left,482692974,Sst-IRES-Cre;Ai14-199391.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.684536614767146,9460.75922902832,1698.80021341327,8514.4356792846,,,472963244,Rorb-IRES2-Cre-D;Ai14(IVSCC)-181715,,,Mus musculus,,0.279829059829058,11.3960113960114,87.75,0.0444444402731698,-44.5625038146973,5.552895,141.562610864639,18.7788583405605,190.0,3.44732087547297,-76.4054412841797,/api/v2/well_known_file_download/491383583,/api/v2/well_known_file_download/491383579,496390135,Rorb-IRES2-Cre,0,0,0,5,,,,,,,,,,,,left,473642382,Rorb-IRES2-Cre-D;Ai14-181715.02.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,truncated,spiny
positive,0.582730770311853,9029.0,1066.95655597785,8030.99508432582,,,418778101,Scnn1a-Tg3-Cre;Ai14(IVSCC)-180214,,,Mus musculus,,0.0398470683756996,9.98820143705248,100.118125,0.150351705904314,-41.46875,3.81947875,151.093795895576,20.235146819701,70.0,3.34308573333839,-73.7776107788086,/api/v2/well_known_file_download/491381447,/api/v2/well_known_file_download/487628561,491201229,Scnn1a-Tg3-Cre,0,0,0,2,,,,,,,,,5750.0,/external/mousecelltypes/prod307/specimen_469800845/min_xy_469800845.aff,5754.0,left,469800845,Scnn1a-Tg3-Cre;Ai14-180214.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
positive,0.534861296791632,8550.51765615568,1134.93548609362,3213.74096330432,,,477840314,Htr3a-Cre_NO152;Ai14(IVSCC)-192821,,,Mus musculus,,0.00857216662437464,29.5036824966672,33.8940740740741,0.319642857142857,-49.4687538146973,3.11495375,214.687585830688,15.282563840253,50.0,2.80944136489596,-75.1252746582031,/api/v2/well_known_file_download/491384028,/api/v2/well_known_file_download/487611395,491201378,Htr3a-Cre_NO152,2,1,1,2,/api/v2/well_known_file_download/487661928,0.904494076261338,0.830579242507014,581.388354811179,43.0,2.0,full,650160513.0,9438.0,/external/mousecelltypes/prod396/specimen_478110866/min_xy_478110866.aff,5769.0,left,478110866,Htr3a-Cre_NO152;Ai14-192821.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.592785931023771,8766.93193131801,1006.75671580849,7752.41636003947,,,487152241,Rbp4-Cre_KL100;Ai14-211531,,,Mus musculus,,0.0868781786666974,9.84871282794847,101.536111111111,0.136552220174497,-44.96875,3.40511666666667,118.080377578735,16.1776718328989,50.0,2.96935901039677,-68.4131774902344,/api/v2/well_known_file_download/491383908,/api/v2/well_known_file_download/487666297,496194535,Rbp4-Cre_KL100,1,0,1,2,/api/v2/well_known_file_download/496357063,0.908432763382239,0.835762573549105,701.839454542911,45.0,9.0,dendrite-only,496085296.0,9424.0,/external/mousecelltypes/prod534/specimen_487664663/min_xy_487664663.aff,7625.0,left,487664663,Rbp4-Cre_KL100;Ai14-211531.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.745519713424936,8663.50402424712,1869.28262942635,9067.36671027316,,,546349651,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574,,,Mus musculus,,0.174594545421562,5.46941231164711,182.835,0.102958579153654,-48.4375038146973,2.11698666666667,342.031270265579,62.0881411168368,30.0,2.64481573454068,-61.950252532959,/api/v2/well_known_file_download/550203553,/api/v2/well_known_file_download/550203550,659445949,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,0,,,,,,,,,,,,left,547328377,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574.03.01.02,VISl6a,74,6a,"""Lateral visual area, layer 6a""",VISl,409,NA,sparsely spiny
positive,,8640.57620175548,1228.44923036293,8328.42054118016,,,512321708,Scnn1a-Tg3-Cre;Ai14-241666,,,Mus musculus,,0.138929239021941,10.6008565492092,94.332,0.0991061755146262,-48.9375038146973,5.21260666666667,128.064826130867,33.842405457056,220.0,3.6045416304347,-72.2265853881836,/api/v2/well_known_file_download/515019808,/api/v2/well_known_file_download/515019806,659447517,Scnn1a-Tg3-Cre,0,0,0,0,,,,,,,,,,,,left,513843815,Scnn1a-Tg3-Cre;Ai14-241666.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.218265178674547,8080.0,652.444882340451,7997.74035507726,,,477840240,Htr3a-Cre_NO152;Ai14(IVSCC)-191528,,,Mus musculus,,0.0131235670638737,16.6327946733475,60.1221875,0.269935686069357,-46.6250038146973,8.47848,112.187504768372,6.83821743391172,190.0,3.02183142612864,-70.7862167358398,/api/v2/well_known_file_download/491378454,/api/v2/well_known_file_download/483155468,515384555,Htr3a-Cre_NO152,0,0,0,5,,,,,,,,,9426.0,/external/mousecelltypes/prod418/specimen_477991293/min_xy_477991293.aff,5757.0,left,477991293,Htr3a-Cre_NO152;Ai14-191528.05.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.250539168459047,9094.0,705.770488305347,3826.52822582542,,,325632898,Htr3a-Cre_NO152;Ai14(IVSCC)-175482,,,Mus musculus,,0.016399262850574,33.9876820400848,29.4224242424243,0.457671957671958,-52.5000038146973,3.00173,279.062509536743,15.78023149214,50.0,2.99437911380745,-73.481330871582,/api/v2/well_known_file_download/491382993,/api/v2/well_known_file_download/487609177,491197934,Htr3a-Cre_NO152,2,1,1,2,/api/v2/well_known_file_download/487660946,0.879718263377171,0.91025295278667,265.22226197974,20.0,3.0,full,491119421.0,5745.0,/external/mousecelltypes/prod237/specimen_327962063/min_xy_327962063.aff,5752.0,right,327962063,Htr3a-Cre_NO152;Ai14-175482.03.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.53701189321749,8988.0,1218.3120100879,3119.10086829018,,,475544293,Scnn1a-Tg2-Cre;Ai14(IVSCC)-185904,,,Mus musculus,,0.020983867868027,10.827328176317,92.3588888888889,0.147991077281078,-43.0937538146973,4.643915,161.250039935112,23.5228038618996,90.0,3.45563788197185,-76.4173431396484,/api/v2/well_known_file_download/491378295,/api/v2/well_known_file_download/491378290,496388880,Scnn1a-Tg2-Cre,0,0,0,2,,,,,,,,,5725.0,/external/mousecelltypes/prod371/specimen_475751758/min_xy_475751758.aff,5735.0,right,475751758,Scnn1a-Tg2-Cre;Ai14-185904.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
positive,,10163.0599614838,2019.74135848007,8873.18182737291,,,502081962,Rorb-IRES2-Cre-D;Ai14-230822,,,Mus musculus,,0.0115460669924652,26.662116332146,37.5064,0.382258064516129,-57.3125038146973,3.80014,237.187385559082,24.8064216018576,40.0,3.56816394600357,-77.4994125366211,/api/v2/well_known_file_download/512202392,/api/v2/well_known_file_download/512202390,664731001,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,,,,left,502597328,Rorb-IRES2-Cre-D;Ai14-230822.06.01.01,VISpl2/3,269,2/3,"""Posterolateral visual area, layer 2/3""",VISpl,425,intact,spiny
positive,0.586684298233801,8953.33467809805,1183.71690677648,8066.72224006648,,,313403614,Rorb-IRES2-Cre-D;Ai14(IVSCC)-168052,,,Mus musculus,,0.0203495168143888,15.9058374423413,62.87,0.193181818181818,-47.5,2.91135166666667,133.616149425507,19.8759000791634,50.0,3.98920783498197,-69.9344177246094,/api/v2/well_known_file_download/491383541,/api/v2/well_known_file_download/487618194,496894956,Rorb-IRES2-Cre,0,0,0,2,,,,,,,,,5743.0,/external/mousecelltypes/prod204/specimen_314617802/min_xy_314617802.aff,5743.0,left,314617802,Rorb-IRES2-Cre-D;Ai14-168052.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,truncated,spiny
positive,0.400858170336482,8869.85442667183,1105.54358031529,8255.65921000853,,,563340205,Htr3a-Cre_NO152;Ai14-292836,,,Mus musculus,,0.0483465151645759,37.2300819061802,26.86,0.0393240342017844,-51.6562538146973,3.45242,328.906178474426,18.4598522375669,40.0,2.82463848675024,-60.8706893920898,/api/v2/well_known_file_download/566724384,/api/v2/well_known_file_download/566724380,659442482,Htr3a-Cre_NO152,0,0,0,5,/api/v2/well_known_file_download/580262483,0.860777400144539,0.995482267901513,411.595438688745,18.0,2.0,full,580260014.0,5724.0,/external/mousecelltypes/prod926/specimen_565209132/min_xy_565209132.aff,7573.0,left,565209132,Htr3a-Cre_NO152;Ai14-292836.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.830487249500624,9290.0,1949.95784317558,8802.2701153019,,,487152294,Pvalb-IRES-Cre;Ai14-212109,,,Mus musculus,,0.0874282067645108,127.632418634334,7.83499999999993,1.19048180898285,-65.15625,17.5096275,91.7188674211502,6.28592962618982,320.0,1.00869688928927,-72.9193115234375,/api/v2/well_known_file_download/491378524,/api/v2/well_known_file_download/487334182,496604341,Pvalb-IRES-Cre,0,0,0,5,,,,,,,,,,,,left,487306716,Pvalb-IRES-Cre;Ai14-212109.03.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,0.855084979254767,8580.52918453796,1522.83748609164,8469.30393303696,,,569964901,Pvalb-IRES-Cre;Ai14-299335,,,Mus musculus,,0.00167907767319405,109.557913530402,9.12759259259259,1.30694830884733,-66.8125,10.97772,93.5938283801079,6.99814492029578,240.0,1.15683010145537,-70.4970932006836,/api/v2/well_known_file_download/571873683,/api/v2/well_known_file_download/571873674,659447116,Pvalb-IRES-Cre,0,0,0,0,/api/v2/well_known_file_download/662055059,0.887477357451022,0.996069535796966,286.282941745993,19.0,5.0,full,657409150.0,7602.0,/external/mousecelltypes/prod989/specimen_570946690/min_xy_570946690.aff,9438.0,left,570946690,Pvalb-IRES-Cre;Ai14-299335.05.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,,8700.0,1147.00500405768,7800.8232434316,,,560045462,Nos1-CreERT2;Ai14(BT)-285364,,,Mus musculus,,,36.1271676300577,27.6800000000001,0.0311185460768615,-60.8750038146973,1.84268,193.906277418137,23.7189528763817,50.0,2.49775671633297,-61.126277923584,/api/v2/well_known_file_download/561762211,/api/v2/well_known_file_download/561762209,659446140,Nos1-CreERT2,0,0,0,5,,,,,,,,,,,,left,560750295,Nos1-CreERT2;Ai14(BT)-285364.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,8500.0,1223.63725356772,8273.240501117,,,569392639,Vip-IRES-Cre;Ai14-299128,,,Mus musculus,,0.0266795789498343,16.3988192850115,60.98,0.390728476821192,-53.2500038146973,2.84272666666667,206.093743443489,13.1231982644714,50.0,3.34776346406479,-73.6796035766602,/api/v2/well_known_file_download/573427760,/api/v2/well_known_file_download/573427758,646515721,Vip-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,571233863,Vip-IRES-Cre;Ai14-299128.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,9200.00000000001,1460.03995800454,3289.96129626443,,,573111243,Ndnf-IRES2-dgCre;Ai14-306262,,,Mus musculus,,0.0220322846371743,13.0126439523737,76.8483333333333,0.185922567056018,-45.9062538146973,5.40164,154.062539339066,15.7503454933695,150.0,3.85256613876599,-74.0864486694336,/api/v2/well_known_file_download/587853384,/api/v2/well_known_file_download/587853381,659445684,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,right,575300383,Ndnf-IRES2-dgCre;Ai14-306262.02.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,truncated,spiny
positive,,9465.46293418193,936.790114102049,3126.57393061033,,,581156784,Chat-IRES-Cre-neo;Ai14-313182,,,Mus musculus,,,,,0.0206533577528109,-46.40625,6.880685,189.062505960464,8.20348475473044,150.0,3.09856811789126,-72.5094451904297,/api/v2/well_known_file_download/606110923,/api/v2/well_known_file_download/606110921,659441094,Chat-IRES-Cre-neo,0,0,0,2,,,,,,,,,,,,right,583142588,Chat-IRES-Cre-neo;Ai14-313182.02.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.524914546230078,9460.75922902832,1620.51196467656,8836.68198720795,,,418778114,Scnn1a-Tg3-Cre;Ai14(IVSCC)-180215,,,Mus musculus,,,23.6322816967979,42.3149999999999,0.0509680837749761,-44.6875038146973,4.81697333333333,86.2499997019768,13.765826319789,230.0,2.92110964962435,-74.0055999755859,/api/v2/well_known_file_download/491383622,/api/v2/well_known_file_download/487637484,491200947,Scnn1a-Tg3-Cre,0,0,0,5,,,,,,,,,9446.0,/external/mousecelltypes/prod324/specimen_469832490/min_xy_469832490.aff,11283.0,left,469832490,Scnn1a-Tg3-Cre;Ai14-180215.02.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
positive,0.446888230882127,8434.22579933077,1231.60747334657,8700.0775618335,,,569392600,Vip-IRES-Cre;Ai14-299124,,,Mus musculus,,0.0802611936103079,16.0372920497797,62.3546666666667,0.185820895522388,-43.9687538146973,2.51567333333333,229.375034570694,17.26674050544,50.0,2.73149392655295,-67.5587158203125,/api/v2/well_known_file_download/571019400,/api/v2/well_known_file_download/571019394,657593438,Vip-IRES-Cre,0,0,0,2,/api/v2/well_known_file_download/662054949,0.910677662635945,1.0,415.781936182755,28.0,2.0,full,591276091.0,9416.0,/external/mousecelltypes/prod964/specimen_569809287/min_xy_569809287.aff,5739.0,left,569809287,Vip-IRES-Cre;Ai14-299124.05.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,9771.08274921792,1227.54504147,3322.64645619213,,,557265287,Tlx3-Cre_PL56;Ai14-281778,,,Mus musculus,,0.0127054289396313,18.8521156263092,53.0444444444445,0.255474449478638,-47.7187538146973,2.24742,231.718868017197,31.6520096252921,30.0,4.46106301829147,-65.2940444946289,/api/v2/well_known_file_download/559193567,/api/v2/well_known_file_download/559193565,659449096,Tlx3-Cre_PL56,0,0,0,2,,,,,,,,,,,,right,557996299,Tlx3-Cre_PL56;Ai14-281778.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.746415082088614,9307.0,1392.03496495237,2975.88750577303,,,475849760,Scnn1a-Tg3-Cre;Ai14(IVSCC)-187854,,,Mus musculus,,0.0696908626249255,10.981597979386,91.0614285714286,0.177272731115007,-55.28125,7.64418333333333,172.656178474426,15.370362114224,150.0,2.81659096076423,-77.4682312011719,/api/v2/well_known_file_download/491380969,/api/v2/well_known_file_download/487633189,491201894,Scnn1a-Tg3-Cre,1,0,1,5,/api/v2/well_known_file_download/489405418,0.854195684855097,0.973048948392005,638.654298596839,24.0,8.0,dendrite-only,491253936.0,7573.0,/external/mousecelltypes/prod382/specimen_476263004/min_xy_476263004.aff,5747.0,right,476263004,Scnn1a-Tg3-Cre;Ai14-187854.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.863503681960755,9060.0,1693.2231610789,8539.47904238953,,,487607548,Ntsr1-Cre;Ai14-212354,,,Mus musculus,,0.0320279014470618,22.1675656846083,45.1109523809524,0.209302336128026,-47.5625038146973,6.6824,151.562884449959,12.5977240255772,180.0,2.52499615406357,-78.5200042724609,/api/v2/well_known_file_download/491377082,/api/v2/well_known_file_download/488676848,496605231,Ntsr1-Cre_GN220,0,0,0,5,,,,,,,,,,,,left,488676149,Ntsr1-Cre;Ai14-212354.03.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,intact,spiny
positive,0.486508185621383,8179.21128991034,986.992609615226,7985.29404830567,,,502186453,Cux2-CreERT2;Ai14-230639,,,Mus musculus,,0.00868533126736537,17.7449322561116,56.3541176470588,0.206735156052271,-51.0937538146973,3.62139333333333,192.499995231628,24.9436757584227,59.9999961853027,4.35224143264445,-74.2431030273438,/api/v2/well_known_file_download/511602518,/api/v2/well_known_file_download/511602516,515384186,Cux2-CreERT2,0,0,0,5,,,,,,,,,5728.0,/external/mousecelltypes/prod668/specimen_502808270/min_xy_502808270.aff,5749.0,left,502808270,Cux2-CreERT2;Ai14-230639.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,,8630.0,1066.86937281165,3109.93858369618,,,567199486,Vipr2-IRES2-Cre;Ai14-297026,,,Mus musculus,,0.00911740376275617,21.0251881754342,47.562,0.258999995538538,-51.6875,2.09563,227.343857288361,26.1549150773493,30.0,3.43780078747725,-67.1421203613281,/api/v2/well_known_file_download/569823998,/api/v2/well_known_file_download/569823996,659450070,Vipr2-IRES2-Cre,0,0,0,0,,,,,,,,,,,,right,568951556,Vipr2-IRES2-Cre;Ai14-297026.04.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.529828946117484,8785.76285523792,1429.12207486634,2476.2539267961,,,517101918,Scnn1a-Tg2-Cre;Ai14-245344,,,Mus musculus,,0.0157505755573765,8.76358355450952,114.108571428571,0.157618215458308,-43.6562538146973,5.35600666666667,125.781327486038,23.4138185732757,110.0,4.13375710504698,-72.1506805419922,/api/v2/well_known_file_download/519192771,/api/v2/well_known_file_download/519192769,566093987,Scnn1a-Tg2-Cre,0,0,0,2,,,,,,,,,,,,right,518290966,Scnn1a-Tg2-Cre;Ai14-245344.06.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.649341825109582,8533.92849784295,1372.7473068923,8640.72029416292,,,318293709,Pvalb-IRES-Cre;Ai14(IVSCC)-169130,,,Mus musculus,,0.00176158949381685,96.8054211035818,10.33,1.00594994191991,-64.40625,6.68235,148.749992251396,10.5300635350903,110.0,1.37892105684667,-70.4658660888672,/api/v2/well_known_file_download/491376087,/api/v2/well_known_file_download/487624146,496894982,Pvalb-IRES-Cre,0,0,0,5,,,,,,,,,,,,left,318556138,Pvalb-IRES-Cre;Ai14-169130.06.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,8071.98951076327,1034.67091794913,2736.49421211179,,,584627997,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315067,,,Mus musculus,,-0.00935041297931559,13.2187706543291,75.65,0.138146549789917,-53.4062538146973,6.80706,107.968784868717,8.4127616806489,170.0,4.41158061187018,-74.0569305419922,/api/v2/well_known_file_download/606111460,/api/v2/well_known_file_download/606111458,646542272,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,0,0,0,2,,,,,,,,,,,,right,585859704,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315067.06.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.877214497416547,8827.0,1417.04931993797,3354.91118757201,,,485673551,Ntsr1-Cre;Ai14(GSL)-204780,,,Mus musculus,,,12.0221207020918,83.18,0.156885513497587,-47.2500038146973,6.66608333333333,145.6248909235,15.7585495358254,110.0,2.48441700640955,-69.3971939086914,/api/v2/well_known_file_download/491765529,/api/v2/well_known_file_download/490266561,496196826,Ntsr1-Cre_GN220,0,0,0,5,,,,,,,,,,,,right,490264167,Ntsr1-Cre;Ai14-204780.04.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,truncated,spiny
positive,0.491815588220799,8112.96442924806,908.847514774744,3418.93323172668,,,500829882,Scnn1a-Tg3-Cre;Ai14-226406,,,Mus musculus,,0.0259499525080395,12.5628140703518,79.6,0.164054054054054,-47.4375038146973,4.31129333333333,153.74992787838,20.4216258325467,70.0,3.38933208949961,-68.5057373046875,/api/v2/well_known_file_download/512290591,/api/v2/well_known_file_download/512290589,515457891,Scnn1a-Tg3-Cre,0,0,0,0,,,,,,,,,7596.0,/external/mousecelltypes/prod619/specimen_500961697/min_xy_500961697.aff,7599.0,left,500961697,Scnn1a-Tg3-Cre;Ai14-226406.06.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,,9080.0,1229.23036191569,3668.4451935411,,,565087367,Nos1-CreERT2;Ai14-294361,,,Mus musculus,,0.0271131307312475,18.5468034038839,53.9176470588235,0.268965505300606,-51.1562538146973,1.50163333333333,371.763408184052,43.0124120017428,30.0,2.23198131332799,-58.6991004943848,/api/v2/well_known_file_download/568545183,/api/v2/well_known_file_download/568545181,659445791,Nos1-CreERT2,0,0,0,0,,,,,,,,,,,,right,566655990,Nos1-CreERT2;Ai14-294361.02.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,sparsely spiny
positive,,8240.00000000001,1235.50463866749,3793.82109108807,,,565087362,Nos1-CreERT2;Ai14-294359,,,Mus musculus,,0.0490752931496984,7.78957754524444,128.376666666667,0.168974594487941,-46.1562538146973,8.83379,127.968743443489,13.4813870639058,220.0,2.90669386742418,-70.9503402709961,/api/v2/well_known_file_download/568143753,/api/v2/well_known_file_download/568143746,659445864,Nos1-CreERT2,0,0,0,2,,,,,,,,,,,,right,566728192,Nos1-CreERT2;Ai14-294359.05.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,intact,spiny
positive,0.545064415991589,9213.77176404635,1344.00848526416,8179.35756249883,,,418778339,Pvalb-IRES-Cre;Ai14(IVSCC)-180631,,,Mus musculus,,0.00152476145731147,105.076843818064,9.51684466019417,1.44168562419896,-58.8125038146973,9.15675666666667,109.843865036964,7.32614121377921,240.000015258789,1.09113195614032,-75.1213531494141,/api/v2/well_known_file_download/491380675,/api/v2/well_known_file_download/487638509,491200314,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,5759.0,/external/mousecelltypes/prod312/specimen_470062597/min_xy_470062597.aff,5759.0,left,470062597,Pvalb-IRES-Cre;Ai14-180631.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.431092971882781,8840.00000000001,872.475665166068,7662.160423554,,,571812075,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-302592,,,Mus musculus,,0.226867220557314,9.21531585495093,108.515,0.534865465183742,-62.375,7.97422,180.357113480568,15.780161188475,170.0,1.31238189714826,-69.9154434204102,/api/v2/well_known_file_download/587852954,/api/v2/well_known_file_download/587852949,659446127,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,2,/api/v2/well_known_file_download/662054842,0.855662118970182,1.0,226.693723141974,21.0,5.0,full,639341667.0,9433.0,/external/mousecelltypes/prod1029/specimen_573622646/min_xy_573622646.aff,7602.0,left,573622646,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-302592.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,8869.85442667183,1962.10445397067,8791.04264437621,,,579671734,Pvalb-IRES-Cre;Ai14-312690,,,Mus musculus,,0.00188034502489909,87.3568888614825,11.4472941176471,1.30874577266829,-68.4062576293945,6.63022,137.65624165535,4.96883066669029,140.0,1.23093375920107,-80.5586242675781,/api/v2/well_known_file_download/587867653,/api/v2/well_known_file_download/587867650,659447202,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,580639899,Pvalb-IRES-Cre;Ai14-312690.04.01.01,VISp6b,305,6b,"""Primary visual area, layer 6b""",VISp,385,NA,aspiny
