cell_reporter_status,csl__normalized_depth,csl__x,csl__y,csl__z,donor__age,donor__disease_state,donor__id,donor__name,donor__race,donor__sex,donor__species,donor__years_of_seizure_history,ef__adaptation,ef__avg_firing_rate,ef__avg_isi,ef__f_i_curve_slope,ef__fast_trough_v_long_square,ef__peak_t_ramp,ef__ri,ef__tau,ef__threshold_i_long_square,ef__upstroke_downstroke_ratio_long_square,ef__vrest,ephys_inst_thresh_thumb_path,ephys_thumb_path,erwkf__id,line_name,m__biophys,m__biophys_all_active,m__biophys_perisomatic,m__glif,morph_thumb_path,nr__average_contraction,nr__average_parent_daughter_ratio,nr__max_euclidean_distance,nr__number_bifurcations,nr__number_stems,nr__reconstruction_type,nrwkf__id,si__height,si__path,si__width,specimen__hemisphere,Cell_id,specimen__name,structure__acronym,structure__id,structure__layer,structure__name,structure_parent__acronym,structure_parent__id,tag__apical,tag__dendrite_type
positive,,8878.56644750363,1176.2310779055,8190.47212576976,,,557265287,Tlx3-Cre_PL56;Ai14-281778,,,Mus musculus,,0.0181496004722863,10.4219741535041,95.9511111111111,0.146911609929243,-44.96875,5.41330666666667,93.750037252903,11.4879920653066,150.0,4.44683299548678,-76.2100982666016,/api/v2/well_known_file_download/559194111,/api/v2/well_known_file_download/559194109,659449149,Tlx3-Cre_PL56,0,0,0,0,,,,,,,,,,,,left,557992762,Tlx3-Cre_PL56;Ai14-281778.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.329211732265868,8991.98828765262,1295.15784243834,8977.25233458784,,,581156779,Chat-IRES-Cre-neo;Ai14-313181,,,Mus musculus,,0.011139682195753,22.5354421044006,44.3745454545454,0.286191533220433,-47.53125,2.9799,274.687588214874,13.4796687810596,60.0,3.78268543310503,-68.8971862792969,/api/v2/well_known_file_download/606110733,/api/v2/well_known_file_download/606110728,657593525,Chat-IRES-Cre-neo,0,0,0,5,/api/v2/well_known_file_download/662054170,0.879501847081,0.988890237979602,330.326036177017,20.0,2.0,full,610885833.0,5748.0,/external/mousecelltypes/prod1061/specimen_582644266/min_xy_582644266.aff,7582.0,right,582644266,Chat-IRES-Cre-neo;Ai14-313181.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.633602340829725,8883.43364805554,1392.23814844509,8383.23645809378,,,475544273,Htr3a-Cre_NO152;Ai14(IVSCC)-185347,,,Mus musculus,,0.0116379770001146,46.107321571446,21.6885294117647,0.15625,-59.1875,1.30681,567.968785762787,46.3444273622873,10.0,1.39616320238207,-59.9404830932617,/api/v2/well_known_file_download/491384457,/api/v2/well_known_file_download/487609501,491200872,Htr3a-Cre_NO152,0,0,0,0,/api/v2/well_known_file_download/489405378,0.877489218226982,0.887192932559581,138.675965303004,16.0,5.0,dendrite-only,492100898.0,7595.0,/external/mousecelltypes/prod375/specimen_475585451/min_xy_475585451.aff,5749.0,left,475585451,Htr3a-Cre_NO152;Ai14-185347.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.232698405255594,8207.72369097787,890.616367994534,2865.50603809517,,,478594004,Htr3a-Cre_NO152;Ai14(IVSCC)-195039,,,Mus musculus,,0.00394759741010341,20.679850071087,48.35625,0.247142810432283,-46.25,9.97782166666667,105.156250298023,6.65008540247678,249.999984741211,3.00518342763655,-72.0595779418945,/api/v2/well_known_file_download/491383282,/api/v2/well_known_file_download/491383274,491201556,Htr3a-Cre_NO152,0,0,0,2,,,,,,,,,,,,right,479218494,Htr3a-Cre_NO152;Ai14-195039.06.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,,9331.68175789848,2003.71137713008,9047.06932806909,,,583081886,Chrna2-Cre_OE25;Pvalb-T2A-Dre;Ai66-312583,,,Mus musculus,,0.000711001422205153,129.731686713062,7.70821705426357,0.954237288135594,-56.7500038146973,6.51404,131.406217813492,9.04337802556931,270.0,1.35268303539652,-69.1359024047852,/api/v2/well_known_file_download/606110951,/api/v2/well_known_file_download/606110949,659441413,Chrna2-Cre_OE25|Pvalb-T2A-Dre,0,0,0,0,,,,,,,,,,,,left,583454722,Chrna2-Cre_OE25;Pvalb-T2A-Dre;Ai66-312583.03.01.02,VISl5,613,5,"""Lateral visual area, layer 5""",VISl,409,NA,aspiny
positive,,9000.0,1771.05573722681,2460.44426933904,,,584627961,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-313949,,,Mus musculus,,0.105107640354575,42.2119037568594,23.69,0.551938842485509,-60.2500038146973,11.0038533333333,133.124992251396,9.47442471059271,160.0,1.58231237199334,-74.6546325683594,/api/v2/well_known_file_download/606111731,/api/v2/well_known_file_download/606111729,659442598,Htr3a-Cre_NO152|Pvalb-T2A-Dre,0,0,0,5,,,,,,,,,,,,right,586366106,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-313949.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,9473.26651028175,1920.86726949952,2917.67922921646,,,555257190,Ndnf-IRES2-dgCre;Ai14-280610,,,Mus musculus,,,14.8456057007126,67.3600000000001,0.142633932745273,-53.8750038146973,7.06486,123.906247317791,14.5457232902323,130.0,2.91652234897616,-67.0746002197266,/api/v2/well_known_file_download/559194790,/api/v2/well_known_file_download/559194786,659442730,Ndnf-IRES2-dgCre,0,0,0,2,,,,,,,,,,,,right,557202210,Ndnf-IRES2-dgCre;Ai14-280610.04.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,truncated,spiny
positive,,8601.2167506485,1049.6241478901,8266.31854923412,,,517101922,Scnn1a-Tg2-Cre;Ai14-245345,,,Mus musculus,,,12.8336755646817,77.92,0.0966241560390097,-42.9687538146973,3.41671333333333,176.718711853027,32.3298680453023,80.0,2.97338643329453,-62.1708793640137,/api/v2/well_known_file_download/519175099,/api/v2/well_known_file_download/519175097,659447429,Scnn1a-Tg2-Cre,0,0,0,0,,,,,,,,,,,,left,517981878,Scnn1a-Tg2-Cre;Ai14-245345.05.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.629235722632971,9582.4439484807,1397.13172221305,8104.9358954627,,,313401568,Rorb-IRES2-Cre-D;Ai14(IVSCC)-168047,,,Mus musculus,,0.0145937568566344,15.7862986203903,63.3460714285714,0.182361658374822,-48.96875,3.25907833333333,210.624992847443,25.0833391583527,59.9999961853027,3.32915240764092,-68.5026245117188,/api/v2/well_known_file_download/491382309,/api/v2/well_known_file_download/487620148,496895112,Rorb-IRES2-Cre,0,0,0,2,,,,,,,,,5749.0,/external/mousecelltypes/prod143/specimen_313860745/min_xy_313860745.aff,5748.0,left,313860745,Rorb-IRES2-Cre-D;Ai14-168047.01.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,truncated,spiny
negative,0.443743247905801,9326.14017165814,1398.16990067265,2753.04518121486,,,481097310,Rorb-IRES2-Cre-D;Ai14-206023,,,Mus musculus,,0.0293578172153368,20.0403972217681,49.8992105263158,0.405916754914592,-67.53125,3.88929,180.937498807907,11.6455635822291,60.0000038146973,1.55087315840538,-67.2587738037109,/api/v2/well_known_file_download/491384415,/api/v2/well_known_file_download/484475155,496604669,Rorb-IRES2-Cre,0,0,0,5,,,,,,,,,,,,right,484457747,Rorb-IRES2-Cre-D;Ai14-206023.02.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.63679678963348,8823.02017663402,1049.78419571241,3535.80488585788,,,515200001,Rbp4-Cre_KL100;Ai14-243058,,,Mus musculus,,0.0458341390824274,11.1366015546696,89.794,0.18978494552764,-47.3125,2.02361333333333,356.249958276749,39.8619819949019,29.9999980926514,3.43763381446239,-59.0870780944824,/api/v2/well_known_file_download/516423549,/api/v2/well_known_file_download/516423547,562383189,Rbp4-Cre_KL100,0,0,0,2,/api/v2/well_known_file_download/564690938,0.882351148321156,0.895799458107179,629.714514304156,21.0,11.0,dendrite-only,553511057.0,9447.0,/external/mousecelltypes/prod776/specimen_515524026/min_xy_515524026.aff,7597.0,right,515524026,Rbp4-Cre_KL100;Ai14-243058.04.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.60622230594347,9167.91611906308,1593.00745811095,8641.27792849449,,,485955764,Rbp4-Cre_KL100;Ai14-205726,,,Mus musculus,,,,,0.0142857216815558,-48.1562538146973,9.62531833333333,88.4374603629112,18.8083276049914,410.0,3.05740272851998,-79.6286163330078,/api/v2/well_known_file_download/491383697,/api/v2/well_known_file_download/486076070,496603725,Rbp4-Cre_KL100,0,0,0,0,,,,,,,,,,,,left,486054618,Rbp4-Cre_KL100;Ai14-205726.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.533216043496539,8365.18775744907,1114.2556362659,8369.2520867554,,,479695223,Sst-IRES-Cre;Ai14-197628,,,Mus musculus,,0.0532386912142649,14.8449760359673,67.3628571428571,0.180524864424127,-56.0937538146973,2.1815825,319.866210222244,37.5632431034873,30.0000019073486,1.99761866706057,-64.9805068969727,/api/v2/well_known_file_download/491382331,/api/v2/well_known_file_download/491382328,496600721,Sst-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,479897420,Sst-IRES-Cre-197628.06.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,8509.55311112753,831.012342099089,7796.67947109493,,,490257182,Sst-IRES-Cre;Ai14-216190,,,Mus musculus,,0.00273085033969774,57.7797037679033,17.3071153846154,1.37916683852068,-67.6875076293945,12.261665,97.656212747097,4.04048995294568,230.0,1.05506204370189,-77.5775451660156,/api/v2/well_known_file_download/491761379,/api/v2/well_known_file_download/490922688,652557240,Sst-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,490908575,Sst-IRES-Cre;Ai14-216190.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,9049.20720426697,1699.1560126298,8416.22918610255,,,557265263,Ctgf-2A-dgCre;Ai14(IVSCC)-280857,,,Mus musculus,,0.174364541046478,8.79993965755662,113.637142857143,0.178674953095016,-49.4375,6.13774666666667,171.406254172325,14.3566786551908,190.0,3.15960026762138,-74.4871673583984,/api/v2/well_known_file_download/559194764,/api/v2/well_known_file_download/559194762,659441551,Ctgf-T2A-dgCre,0,0,0,2,,,,,,,,,,,,left,557852711,Ctgf-2A-dgCre;Ai14(IVSCC)-280857.05.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,intact,spiny
positive,0.109453902445316,9076.20482909654,594.801695118499,3748.55655930447,,,584628033,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-315002,,,Mus musculus,,0.0217484058984917,15.8960850213462,62.9085714285714,0.283899449277904,-51.6562538146973,3.07092,268.750071525574,23.3847439223816,60.0,3.33517916356705,-67.7883987426758,/api/v2/well_known_file_download/606111680,/api/v2/well_known_file_download/606111678,657593367,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,2,/api/v2/well_known_file_download/614442619,0.901711758025657,1.0,235.106779262211,12.0,3.0,full,614431998.0,5749.0,/external/mousecelltypes/prod1119/specimen_586559181/min_xy_586559181.aff,7604.0,right,586559181,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-315002.02.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.492024144482256,9287.37988181449,1313.95865106022,8265.46674806141,,,485673575,Cux2-CreERT2;Ai14-205049,,,Mus musculus,,0.224806946140249,10.191948360795,98.1166666666667,0.0969737788851847,-44.7812538146973,4.2608525,164.218783378601,17.1019390996388,130.0,3.61218281525351,-76.1374206542969,/api/v2/well_known_file_download/491377194,/api/v2/well_known_file_download/485956200,496603376,Cux2-CreERT2,0,0,0,5,,,,,,,,,7612.0,/external/mousecelltypes/prod507/specimen_485955227/min_xy_485955227.aff,9442.0,left,485955227,Cux2-CreERT2;Ai14-205049.02.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,,9054.26595938002,1026.50199121057,8031.5341326432,,,563768324,Vip-IRES-Cre;Ai14-294009,,,Mus musculus,,,62.4219725343325,16.0199999999999,0.011735807860262,-46.4687538146973,2.60596,244.374915957451,14.3151345716646,40.0,2.99143499806701,-71.3902587890625,/api/v2/well_known_file_download/566479027,/api/v2/well_known_file_download/566479025,659449711,Vip-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,565191603,Vip-IRES-Cre;Ai14-294009.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.593363220775987,8897.27635058335,1455.25282633135,2730.24300460574,,,325632885,Htr3a-Cre_NO152;Ai14(IVSCC)-175481,,,Mus musculus,,,,,0.191956572332551,-47.9375,12.3192583333333,73.2813253998756,7.32391326580021,390.0,2.50258606310033,-78.1568908691406,/api/v2/well_known_file_download/491383734,/api/v2/well_known_file_download/487610334,491198040,Htr3a-Cre_NO152,0,0,0,5,,,,,,,,,5743.0,/external/mousecelltypes/prod229/specimen_327679841/min_xy_327679841.aff,7578.0,right,327679841,Htr3a-Cre_NO152;Ai14-175481.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.867348890577626,9220.67158760561,1614.69640167351,3072.76090147488,,,561463628,Htr3a-Cre_NO152;Ai14-288785,,,Mus musculus,,-0.251580071079873,8.53912627659938,117.108,0.147991445264608,-53.0000038146973,6.12392,122.656174004078,10.9637883493173,170.0,3.5535039936624,-72.6724090576172,/api/v2/well_known_file_download/562181433,/api/v2/well_known_file_download/562181431,657593162,Htr3a-Cre_NO152,0,0,0,0,/api/v2/well_known_file_download/662054822,0.918767798130359,0.998633437528194,122.759646435504,61.0,8.0,full,587407347.0,9421.0,/external/mousecelltypes/prod887/specimen_561985849/min_xy_561985849.aff,5739.0,right,561985849,Htr3a-Cre_NO152;Ai14-288785.03.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,0.590231189760008,8502.6673882968,951.416838774066,7610.88146504113,,,329549804,Pvalb-IRES-Cre;Ai14(IVSCC)-176847,,,Mus musculus,,-0.0119391018675479,145.813925229859,6.85805555555556,2.0156756695699,-59.8437538146973,8.843625,197.968780994415,9.1401258856954,170.0,1.47485050496756,-72.2550735473633,/api/v2/well_known_file_download/491381267,/api/v2/well_known_file_download/487624415,491199950,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,3893.0,/external/mousecelltypes/prod246/specimen_330154280/min_xy_330154280.aff,3898.0,left,330154280,Pvalb-IRES-Cre;Ai14-176847.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
negative,0.735179317279166,8800.0,1453.72550372557,2924.31869011808,,,490198932,Ntsr1-Cre;Ai14-216283,,,Mus musculus,,0.0279980499765965,20.7840793951833,48.11375,0.306951219512195,-46.3125038146973,3.62684,209.218680858612,14.7494434621179,50.0,3.07616722342068,-70.0392227172852,/api/v2/well_known_file_download/491761277,/api/v2/well_known_file_download/490734808,496603113,Ntsr1-Cre_GN220,0,0,0,0,,,,,,,,,,,,right,490712265,Ntsr1-Cre;Ai14-216283.05.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,,8714.37612323196,893.840934073204,3990.79317906266,,,586426438,Tlx3-Cre_PL56;Ai14-318845,,,Mus musculus,,0.0609767344075236,10.4090767148954,96.07,0.172752808237536,-43.8437538146973,3.03076,261.562496423721,28.5982567744999,50.0,2.985709132809,-67.1378860473633,/api/v2/well_known_file_download/606111846,/api/v2/well_known_file_download/606111843,659449596,Tlx3-Cre_PL56,0,0,0,0,,,,,,,,,,,,right,588705882,Tlx3-Cre_PL56;Ai14-318845.05.02.01,VISpm5,565,5,"""posteromedial visual area, layer 5""",VISpm,533,intact,spiny
positive,,8226.5989371222,662.499937177636,4551.723600256,,,584627985,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-314232,,,Mus musculus,,0.0520851388518161,11.2795524273597,88.656,0.204682453248153,-44.90625,2.46934666666667,308.437377214432,42.281381603101,30.0,2.66606757792299,-61.2645797729492,/api/v2/well_known_file_download/606111778,/api/v2/well_known_file_download/606111776,664234401,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,2,,,,,,,,,,,,right,587077323,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-314232.04.02.01,RSPagl5,774,5,"""Retrosplenial area, lateral agranular part, layer 5""",RSPagl,894,NA,sparsely spiny
positive,,8881.74400791132,1904.87308494606,9209.55438543563,,,555257194,Ndnf-IRES2-dgCre;Ai14-280611,,,Mus musculus,,0.0177323743112146,30.30058177117,33.0026666666667,0.401673228346457,-49.8750038146973,2.49528666666667,313.593745231628,16.7989895029722,40.0,2.99966028381639,-67.3614349365234,/api/v2/well_known_file_download/558562809,/api/v2/well_known_file_download/558562807,659442677,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,left,556922061,Ndnf-IRES2-dgCre;Ai14-280611.05.01.02,VISl5,613,5,"""Lateral visual area, layer 5""",VISl,409,NA,aspiny
positive,0.478829806159132,8462.46744362821,931.520146394611,8023.11691997856,,,515046852,Pvalb-IRES-Cre;Ai14(S200)-238718,,,Mus musculus,,0.0117876088241598,75.1653638003608,13.304,1.25128480195459,-60.6562538146973,9.40919333333333,121.874995529652,6.75079949702232,210.0,1.35126624867029,-78.065315246582,/api/v2/well_known_file_download/516420342,/api/v2/well_known_file_download/516420340,659447157,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,515296303,Pvalb-IRES-Cre;Ai14(S200)-238718.05.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.835711139836266,8600.0,1339.03500035783,3332.13640908923,,,570930826,Pvalb-IRES-Cre;Ai14-299809,,,Mus musculus,,0.00419328497772855,104.384133611691,9.58,1.36972460334906,-66.6875,10.04922,117.812536656857,9.11653920397763,250.0,1.3295879319161,-68.4737777709961,/api/v2/well_known_file_download/573436332,/api/v2/well_known_file_download/573436324,659447033,Pvalb-IRES-Cre,0,0,0,0,/api/v2/well_known_file_download/662055233,0.782642774326912,1.0,274.37897541623,13.0,6.0,full,623867467.0,5743.0,/external/mousecelltypes/prod989/specimen_571311039/min_xy_571311039.aff,7581.0,right,571311039,Pvalb-IRES-Cre;Ai14-299809.03.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,,8890.00000000001,1440.61695194419,8764.37413791689,,,570930924,Pvalb-IRES-Cre;Ai14-301434,,,Mus musculus,,0.0366229389686407,57.4052812858783,17.42,0.894957092578199,-61.5937538146973,9.73828666666667,120.468750596046,6.55425991647983,200.0,1.47395132627838,-71.9847793579102,/api/v2/well_known_file_download/574060329,/api/v2/well_known_file_download/574060327,659447232,Pvalb-IRES-Cre,0,0,0,2,,,,,,,,,,,,left,572375809,Pvalb-IRES-Cre;Ai14-301434.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.959481478678386,9318.08511668984,2063.93112142349,2752.31088823389,,,528995391,Ctgf-2A-dgCre;Ai14(IVSCC)-258167,,,Mus musculus,,0.0584582705371078,13.4174158057158,74.53,0.210757946210269,-46.8437538146973,3.26278666666667,200.468793511391,83.6099317423129,70.0,3.69751323563969,-67.3841094970703,/api/v2/well_known_file_download/544812691,/api/v2/well_known_file_download/544812678,567444793,Ctgf-T2A-dgCre,0,0,0,2,,,,,,,,,,,,right,530349764,Ctgf-2A-dgCre;Ai14(IVSCC)-258167.05.02.01,VISpl6b,393,6b,"""Posterolateral visual area, layer 6b""",VISpl,425,truncated,spiny
positive,0.583831639192416,9096.24053353876,1269.6476999538,8345.45193598107,,,490198920,Rbp4-Cre_KL100;Ai14-215300,,,Mus musculus,,0.000475832032125765,13.2681718670529,75.3683333333333,0.237473393888109,-51.6875,4.69633166666667,137.812420725822,20.3768973720665,70.0,3.16394709064793,-68.4113006591797,/api/v2/well_known_file_download/491528792,/api/v2/well_known_file_download/490784882,568803881,Rbp4-Cre_KL100,0,0,0,2,,,,,,,,,,,,left,490779678,Rbp4-Cre_KL100;Ai14-215300.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.438934763878749,8972.07136744,1635.04956346,2341.0987088,,,475849756,Scnn1a-Tg3-Cre;Ai14(IVSCC)-187852,,,Mus musculus,,0.21918300765599,6.82419175978845,146.5375,0.175555564239877,-46.90625,3.224705,180.937469005585,18.6400926441642,130.0,3.44171241441648,-62.4188423156738,/api/v2/well_known_file_download/491383654,/api/v2/well_known_file_download/487637176,491200930,Scnn1a-Tg3-Cre,1,0,1,0,/api/v2/well_known_file_download/487661538,0.875972324123163,0.838377300893462,308.386145072959,23.0,8.0,dendrite-only,491392858.0,5734.0,/external/mousecelltypes/prod384/specimen_476216637/min_xy_476216637.aff,5749.0,right,476216637,Scnn1a-Tg3-Cre;Ai14-187852.05.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.142325775629648,8618.0,569.716910571943,7852.87210119092,,,563340157,Oxtr-T2A-Cre;Ai14-293837,,,Mus musculus,,0.0155885242319045,9.29087403897522,107.6325,0.10893587994543,-44.1562538146973,11.41392,45.781135559082,12.5531594425799,260.0,4.83846422907983,-83.0712890625,/api/v2/well_known_file_download/566736228,/api/v2/well_known_file_download/566736226,659446286,Oxtr-T2A-Cre,0,0,0,2,/api/v2/well_known_file_download/661940722,0.880706088314919,0.999566784698995,294.046789561338,51.0,8.0,full,661930405.0,7574.0,/external/mousecelltypes/prod925/specimen_565863515/min_xy_565863515.aff,7584.0,left,565863515,Oxtr-2A-Cre;Ai14-293837.04.01.02,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,0.140732099964379,8004.25113952081,1498.88927223733,9607.05271087463,,,583088556,Oxtr-T2A-Cre;Ai14-314784,,,Mus musculus,,0.0681975201022328,8.8386070355312,113.14,0.0861607142857143,-50.9062538146973,12.52796,73.5937505960464,20.7731274801115,310.0,4.99505086138733,-81.1858520507812,/api/v2/well_known_file_download/606111281,/api/v2/well_known_file_download/606111279,659446889,Oxtr-T2A-Cre,0,0,0,0,/api/v2/well_known_file_download/662054256,0.845289750668654,1.0,274.04663127924,47.0,8.0,dendrite-only,656643534.0,7587.0,/external/mousecelltypes/prod1087/specimen_584682764/min_xy_584682764.aff,9438.0,left,584682764,Oxtr-T2A-Cre;Ai14-314784.06.01.01,VISal2/3,905,2/3,"""Anterolateral visual area, layer 2/3""",VISal,402,intact,spiny
positive,0.530654601176213,9396.04120170066,1149.45901338077,7960.32420800265,,,480773351,Pvalb-IRES-Cre;Ai14-198334,,,Mus musculus,,,,,0.521667806357768,-60.6875038146973,,70.3123137354851,5.75878479748841,460.0,1.30273838072789,-71.9767074584961,/api/v2/well_known_file_download/491766151,/api/v2/well_known_file_download/485573744,496196643,Pvalb-IRES-Cre,0,0,0,2,,,,,,,,,5747.0,/external/mousecelltypes/prod454/specimen_481017021/min_xy_481017021.aff,5737.0,left,481017021,Pvalb-IRES-Cre;Ai14-198334.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.877863491075355,9845.34464205389,2089.64368045818,8680.41408540404,,,313403626,Rorb-IRES2-Cre-D;Ai14(IVSCC)-168053,,,Mus musculus,,0.00683330501294464,10.7073386909684,93.3938888888889,0.172619047619048,-49.0625,3.69623,219.999998807907,23.823725688453,70.0,3.2982989780269,-75.969596862793,/api/v2/well_known_file_download/491376223,/api/v2/well_known_file_download/487620993,491201531,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,7621.0,/external/mousecelltypes/prod170/specimen_314800874/min_xy_314800874.aff,7608.0,left,314800874,Rorb-IRES2-Cre-D;Ai14-168053.02.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,truncated,spiny
negative,0.441668849556194,9213.71665348,796.122898993,4048.63061163,,,484776055,Sst-IRES-Cre;Ai14-202480,,,Mus musculus,,0.0249206652846768,14.9446514160057,66.9135714285714,0.221205368105854,-44.5312538146973,3.93402166666667,176.250085234642,25.2100491018059,70.0,2.96889371706902,-68.3296966552734,/api/v2/well_known_file_download/491377532,/api/v2/well_known_file_download/485171100,491316571,Sst-IRES-Cre,1,0,1,0,/api/v2/well_known_file_download/491374089,0.885523655146089,0.853641625477873,389.156538662785,30.0,10.0,dendrite-only,491392881.0,5707.0,/external/mousecelltypes/prod487/specimen_485161419/min_xy_485161419.aff,5740.0,right,485161419,Sst-IRES-Cre;Ai14-202480.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.964114541894648,9266.66852360678,1599.30329473346,7998.28853919292,,,525483208,Ctgf-2A-dgCre;Ai14(IVSCC)-252902,,,Mus musculus,,0.0308783852359965,4.97376339807515,201.055,0.180320699601373,-48.71875,4.36181333333333,103.593714535236,10.7334630356288,70.0,4.39200462482559,-67.6604537963867,/api/v2/well_known_file_download/527715512,/api/v2/well_known_file_download/527715510,659441654,Ctgf-T2A-dgCre,0,0,0,0,/api/v2/well_known_file_download/718138530,0.824831833783669,0.951570437571083,510.559482315636,16.0,7.0,dendrite-only,718138086.0,5736.0,/external/mousecelltypes/prod810/specimen_527116037/min_xy_527116037.aff,9432.0,left,527116037,Ctgf-2A-dgCre;Ai14(IVSCC)-252902.04.01.01,VISp6b,305,6b,"""Primary visual area, layer 6b""",VISp,385,intact,spiny
positive,0.43372494619427,9491.49896789787,1998.39978278385,2053.90255879405,,,504923421,Scnn1a-Tg3-Cre;Ai14-234356,,,Mus musculus,,0.0102515609673346,23.1764358855506,43.1472727272727,0.218548387096774,-49.9062538146973,2.46770666666667,218.689903616905,38.7153168380606,50.0,3.72015385801045,-72.2080764770508,/api/v2/well_known_file_download/512493364,/api/v2/well_known_file_download/512493362,659440819,Scnn1a-Tg3-Cre,0,0,0,5,,,,,,,,,,,,right,505798354,234356.05.02.01,VISl4,573,4,"""Lateral visual area, layer 4""",VISl,409,intact,spiny
negative,0.215985981275534,9027.31086099373,732.615517932225,3413.85889170204,,,477840314,Htr3a-Cre_NO152;Ai14(IVSCC)-192821,,,Mus musculus,,0.0261438625235415,37.0515915342728,26.9893939393939,0.559615387620305,-48.8437538146973,2.17607333333333,373.593837022781,18.3759640376427,20.0,3.28157409802442,-64.859375,/api/v2/well_known_file_download/491381710,/api/v2/well_known_file_download/491381708,496573268,Htr3a-Cre_NO152,0,0,0,2,,,,,,,,,7587.0,/external/mousecelltypes/prod507/specimen_478111731/min_xy_478111731.aff,5749.0,right,478111731,Htr3a-Cre_NO152;Ai14-192821.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.639390319988777,8580.52918453797,946.432521582829,3635.39101803898,,,485955764,Rbp4-Cre_KL100;Ai14-205726,,,Mus musculus,,0.00837115840464048,7.24611427122206,138.005,0.167996124448892,-50.34375,4.3970425,85.9374776482582,10.9784275589109,130.0,3.5580965198161,-70.4233016967773,/api/v2/well_known_file_download/491383080,/api/v2/well_known_file_download/486075842,496461083,Rbp4-Cre_KL100,1,0,1,5,/api/v2/well_known_file_download/501079804,0.904450919013901,0.819209853885533,631.914130443251,43.0,7.0,dendrite-only,496001096.0,9417.0,/external/mousecelltypes/prod514/specimen_486052980/min_xy_486052980.aff,5765.0,right,486052980,Rbp4-Cre_KL100;Ai14-205726.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
